,Video_id,Comments
1465,lVPTUMlOugY,i can only hope that i ever find friends half as awesome as you guys are for each other. you guys are more than inspiring. you are helping me heal and helping me see what beautiful friendships look like. thank you so much. love you guys.
1466,lVPTUMlOugY,#fromPhilippineswithlove
1467,lVPTUMlOugY,"The beginning of the journey of Ammar, with the whole group is Amazing, GOD has a good plan for your wonderful group like more than a family to send us viewers your amazing memories and stories. Love you Guys, go on. GOD BLESS GUIDE YOU ALWAYS!!! 🥰🥰🥰"
1468,lVPTUMlOugY,Wouldn’t it have been easier/faster/cheaper/more useful to fall in love and get married to an American or European?
1469,lVPTUMlOugY,Congratulations Ammar. You guys rock! ❤
1470,lVPTUMlOugY,So so glad to see him get what he deserves!!!
1471,sfxJn8ML6g4,"⚡Hey, 2023 is here! 

Thank you for watching! We can’t explain how much joy it brings us to know that our content is being viewed from all over the world.

We are always seeking to tell stories that inspire others in life to Seek Discomfort and explore the beauty of the unknown. We are beyond grateful that people like you, from our community, support us in funding these adventures through our own unique brand Seek Discomfort - Every piece we design is meant to act as a daily reminder for you to live life to the fullest! 

Interested in helping us tell even better stories in 2023? Check out our store here: https://bit.ly/3Dm8sDf

Oh, and don't forget to subscribe :)"
1472,sfxJn8ML6g4,this pool is made by sl*ves for osama bin ladins construction LLC
1473,sfxJn8ML6g4,Wasnt this pool constructed using slave labour by the Bin Laden construction family and paid for with blood money? Doesnt seem very Yes Theory to me but i guess everyone has a price...
1474,sfxJn8ML6g4,"just so everyone knows, they probably got paid to do this and the construction company who owns it is BIN LADENS construction company, let that sink in lol"
1475,sfxJn8ML6g4,With everything going on and considering the slavery and abuse of people in Dubai and them not standing with Palestine 🇵🇸 you should delete this video
1476,sfxJn8ML6g4,Why do you support terrorists?
1477,sfxJn8ML6g4,"Wow, supporting terrorist. Nice."
1478,sfxJn8ML6g4,This is owned by the Bin Laden family….
1479,sfxJn8ML6g4,"WOW a lot to unpack here:
So you went to a country and city known for being built and maintained by literal slaves.
Controlled by men who are known for human trafficking and the ""Dubai porta potty""
Then you accepted money to promote a state-run swimming pool, that was literally built by OSAMA BIN LADEN'S FAMILY COMPANY (now owned by the prince).

I always liked you but you really really dropped the ball on this one."
1480,sfxJn8ML6g4,"A pool built by the Bin Laden family and slavery? Sign these guys up, I guess."
1481,sfxJn8ML6g4,fun fact: did you know this place was built by Osama Binladens family construction company? oh and they used slaves...
1482,sfxJn8ML6g4,"Hm this video is so good and I’m not suspecting anyone here of maybe receiving something in return for this video, this thing would certainly never be currency, in large amounts"
1483,sfxJn8ML6g4,Astronaut in the ocean
1484,sfxJn8ML6g4,cool
1485,sfxJn8ML6g4,sick looks sooo cool but theres no way id ever pay $550 new zealand dollars [the currency id have to save] thats a propper rich cunt holiday lol
1486,sfxJn8ML6g4,Every submarine
1487,sfxJn8ML6g4,Cost ?
1488,sfxJn8ML6g4,That locker design?Just why?
1489,sfxJn8ML6g4,"This is a real smart idea but technically very risky. This is a huge place, very easy to have accidents and shut the place or increase bad reputation"
1490,sfxJn8ML6g4,I would go to Dubai just to do this. 😮
1491,Da0J9pnPaIY,Hi friends! We made a spelling mistake in the video writing “Cypress” instead of “Cyprus”. Although we review our videos endless amounts of times before publishing sometimes mistakes make it through! We’re sorry about that and we hope you enjoyed the video!! 🙏
1492,Da0J9pnPaIY,My grandads ashes are scattered on the exact cliff jump spot. I have also jumped off the same ledge. Man I love Cyprus so much
1493,Da0J9pnPaIY,I have facing this fear probably thousands times for almost 21-22 years. I am PhD student now and still afraid of exams. What can I do? 😀
1494,Da0J9pnPaIY,Does anyone know the song at 0:50?
1495,Da0J9pnPaIY,"Im so scared of heights too, would love to do something like this to overcome it, even though I'd be so so scared."
1496,Da0J9pnPaIY,I'm 30y.o and I still don't know how yo swim :(
1497,Da0J9pnPaIY,The little drop sound effect at 3:03 was savage
1498,Da0J9pnPaIY,Cyprus was a beautiful place and got the guaba tattoo to remember it by lol
1499,Da0J9pnPaIY,Denmarks national song at 2:31 isn’t it?☺️
1500,Da0J9pnPaIY,I wanna go cliff jumping now :/
1501,Da0J9pnPaIY,"I can relate 
I myself am scared of heights and just because of that I almost passed on going on a skydiving trip with my wife and friends I am so glad I didn’t let that fear over come me and now I’m still scared but it really makes u feel like u can face anything once you face once of your fears"
1502,Da0J9pnPaIY,NATHANIEL DREW ‼️💪🏼
1503,Da0J9pnPaIY,He’s too scared to be part of the crew
1504,Da0J9pnPaIY,I jumped from height of 10 meters suddenly when a mad monkey was chasing me. 😅
1505,Da0J9pnPaIY,Johnny!!! Ehhhhh
1506,Da0J9pnPaIY,HA! I love at 2:37 the music is the danish national anthem
1507,Da0J9pnPaIY,The camera probably doesn’t do it justice. Probably looks like a mile high when your up there haha.
1508,Da0J9pnPaIY,@3:02 the water droplet sound was hilarious 😆
1509,Da0J9pnPaIY,that is so wholesome! I mean literally i needed courage now. Thank you for making the wolrd a better place brothers
1510,Da0J9pnPaIY,Yey!! He jumped #seek discomfort
1511,msesln6r3Lo,Through which company did you book the balloon tour?
1512,msesln6r3Lo,Thuyet was gorgeous. More of her next time please :P
1513,msesln6r3Lo,i was in cappadocia and its just beautiful that city has a theme ^^
1514,msesln6r3Lo,"I wanted to love this but man, motion sickness bad!"
1515,msesln6r3Lo,"Omg, kanindot!"
1516,msesln6r3Lo,💔💝💔
1517,msesln6r3Lo,Now I have to ask you have a picture of your great grandfather za-~~~'s
1518,msesln6r3Lo,"You strengthen the tears and my heart AMAR'E, yes You AMAR'E. Ty L"
1519,msesln6r3Lo,💚
1520,msesln6r3Lo,Incredible visuals.🤓
1521,msesln6r3Lo,"Absolutely beautiful video 
Yes Theory always put smile on my face.😊"
1522,msesln6r3Lo,I am so envious of some of the things you guys do that balloon ride looked absolutely awesome.
1523,msesln6r3Lo,This looks like so much fun! Cappadocia looks so beautiful!
1524,msesln6r3Lo,You guys are amazing filmmakers. Your journey is powerful. And oh boy the documentaries have been so inspiring. I'll make a comment when I revisit the iceman video. But my shivers went away cuz of the breathing I'm cold showers. :)
1525,msesln6r3Lo,"I'm absolutely obsessed with the drone shots, amazing work"
1526,msesln6r3Lo,EPIC!!!
1527,msesln6r3Lo,Amazing drone shots...
1528,msesln6r3Lo,"I hate to break it to you guys , but I think you’re beeing stalked by a white van 🚐"
1529,msesln6r3Lo,Derin is the best yes theorist
1530,msesln6r3Lo,The hot air balloon ride was amazing! I did it in Gold coast Australia but this landscape was astoundingly beautiful!!
1531,9ujwPrXlb7E,"⚡Hey, 2023 is here! 

Thank you for watching! We can’t explain how much joy it brings us to know that our content is being viewed from all over the world.

We are always seeking to tell stories that inspire others in life to Seek Discomfort and explore the beauty of the unknown. We are beyond grateful that people like you, from our community, support us in funding these adventures through our own unique brand Seek Discomfort - Every piece we design is meant to act as a daily reminder for you to live life to the fullest! 

Interested in helping us tell even better stories in 2023? Check out our store here: https://bit.ly/3Dm8sDf

Oh, and don't forget to subscribe :)"
1532,9ujwPrXlb7E,"10:30 NO! THATS FOR WEE WEE ONLY, NOT POO POO 😭😭😭"
1533,9ujwPrXlb7E,❤
1534,9ujwPrXlb7E,I’m Turkish sorry it’s 2023 I just seen this I truly believe in my people to take care of you can u plz do another video. In Istanbul
1535,9ujwPrXlb7E,Eric is so handsome for his new haircut and new shave.
1536,9ujwPrXlb7E,Come and do abandoned in Malaysia!
1537,9ujwPrXlb7E,Cem is what we call in Germany... Ehrenmann. Man of Honor.
1538,9ujwPrXlb7E,"People can be so generous, no matter what country you may visit. Although, I'm not sure about the 'Freddie Mercury' look, from the barber?"
1539,9ujwPrXlb7E,It would have been a lot more interesting to seek discomfort adding to the challenge the goal of making money to pay your own meals and lodge without accepting anything for free.
1540,9ujwPrXlb7E,2:52 you said something very important. Your grandparents went straight to work.
1541,9ujwPrXlb7E,"I've binged watched your channel today and I love it! However, I feel like it would be impossible to do a challenge like this as a girl. Like the safety element which is unfortunate but it is the world we live in. I would love to try it and be proved wrong but I'm unsure how it would be done. You probably won't see this comment but I think it is something to think about."
1542,9ujwPrXlb7E,7:37 why are there romanian money on the table?
1543,9ujwPrXlb7E,They should do an abandoned in Sweden next 🙌
1544,9ujwPrXlb7E,I can't stop laughing at his moustache!
1545,9ujwPrXlb7E,"10:11 You should've just went in a restaurant and asked them, I think you'd have easily found a better place to spend a penny, I'm Turkish btw, and I'm a professional at this stuff."
1546,9ujwPrXlb7E,Jesus loves you
1547,9ujwPrXlb7E,serefe!
1548,9ujwPrXlb7E,You cant do this in the US for sure 😅
1549,9ujwPrXlb7E,I need to go back to this episode to propose that you need to give back to persons who help you here.
1550,9ujwPrXlb7E,Ι feel that it's not any difficult for them from the moment that they convince someone to have a look at the Yes Theory channel on Youtube.  The challenge is supposed to be valid under the condition of no playing the Yes Theory card.
1551,qmVNSKTiXj8,Maybe if derin wont leave yes theory maybe he is also a billionaire right now
1552,qmVNSKTiXj8,"Rewatching this video and crying seeing Derin and seeing Matt meeting him too recently, feels great they've not forgotten him."
1553,qmVNSKTiXj8,Watching the video and hearing one of my favorite songs in the middle ❤ so fun!! Go listen to Stephen Day 💫
1554,qmVNSKTiXj8,Funny how eric and tristan is jewish get along really well with ammar a muslim.
1555,qmVNSKTiXj8,love               an               light
1556,qmVNSKTiXj8,7:46 Okay can someone direct me to where I can find this video pls 👀😂
1557,qmVNSKTiXj8,"Guys, how about supporting Turkey after the earthquake? Did you hear from Derin, is he OK, the family?"
1558,qmVNSKTiXj8,OMG DERIN!!
1559,qmVNSKTiXj8,The way Derin keeps hugging Ammar 🥺❤️
1560,qmVNSKTiXj8,"Nvm just found this video, glad he is fine :)"
1561,qmVNSKTiXj8,I miss sort by oldest :(
1562,qmVNSKTiXj8,"Matt, Ammar, Thomas and Derin! The best Yes Theory crew ever"
